ngo_name,coverage_level,coverage_area,category,capacity_score
Relief Nepal Nuwakot #1,district,Nuwakot,Emergency Shelter & Housing,64.23
Relief Nepal Nuwakot #1,district,Nuwakot,Immediate Cash Assistance,59.84
Relief Nepal Nuwakot #1,district,Nuwakot,Psychosocial First Aid,57.46
Relief Nepal Nuwakot #1,district,Nuwakot,"Search, Rescue & Evacuation",54.07
Relief Nepal Nuwakot #1,district,Nuwakot,Water & Sanitation Recovery,89.46
Relief Nepal Nuwakot #2,district,Nuwakot,Agricultural Recovery,60.32
Relief Nepal Nuwakot #2,district,Nuwakot,Critical Infrastructure Restoration,82.68
Relief Nepal Nuwakot #2,district,Nuwakot,Emergency Communications,88.78
Relief Nepal Nuwakot #2,district,Nuwakot,Emergency Food Distribution,70.98
Relief Nepal Nuwakot #2,district,Nuwakot,Emergency Health Response,54.48
Relief Nepal Nuwakot #2,district,Nuwakot,Emergency Logistics & Transportation,66.42
Relief Nepal Nuwakot #2,district,Nuwakot,Emergency Shelter & Housing,85.87
Relief Nepal Nuwakot #2,district,Nuwakot,Immediate Cash Assistance,65.91
Relief Nepal Nuwakot #2,district,Nuwakot,Psychosocial First Aid,84.62
Relief Nepal Nuwakot #2,district,Nuwakot,"Search, Rescue & Evacuation",89.3
Relief Nepal Nuwakot #2,district,Nuwakot,Water & Sanitation Recovery,53.21
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Agricultural Recovery,69.89
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Critical Infrastructure Restoration,60.07
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Emergency Communications,88.87
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Emergency Food Distribution,87.72
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Emergency Health Response,78.12
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Emergency Logistics & Transportation,62.93
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Emergency Shelter & Housing,54.79
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Immediate Cash Assistance,64.55
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Psychosocial First Aid,88.5
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,"Search, Rescue & Evacuation",70.75
Relief Nepal Okhaldhunga #1,district,Okhaldhunga,Water & Sanitation Recovery,63.5
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Agricultural Recovery,69.58
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Critical Infrastructure Restoration,55.8
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Emergency Communications,86.33
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Emergency Food Distribution,51.48
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Emergency Health Response,52.06
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Emergency Logistics & Transportation,74.38
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Emergency Shelter & Housing,62.04
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Immediate Cash Assistance,61.15
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Psychosocial First Aid,59.58
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,"Search, Rescue & Evacuation",70.11
Relief Nepal Okhaldhunga #2,district,Okhaldhunga,Water & Sanitation Recovery,61.39
Relief Nepal Palpa #1,district,Palpa,Agricultural Recovery,74.73
Relief Nepal Palpa #1,district,Palpa,Critical Infrastructure Restoration,77.2
Relief Nepal Palpa #1,district,Palpa,Emergency Communications,83.48
Relief Nepal Palpa #1,district,Palpa,Emergency Food Distribution,81.9
Relief Nepal Palpa #1,district,Palpa,Emergency Health Response,84.69
Relief Nepal Palpa #1,district,Palpa,Emergency Logistics & Transportation,76.34
Relief Nepal Palpa #1,district,Palpa,Emergency Shelter & Housing,60.68
Relief Nepal Palpa #1,district,Palpa,Immediate Cash Assistance,78.33
Relief Nepal Palpa #1,district,Palpa,Psychosocial First Aid,77.9
Relief Nepal Palpa #1,district,Palpa,"Search, Rescue & Evacuation",84.02
Relief Nepal Palpa #1,district,Palpa,Water & Sanitation Recovery,85.15
Relief Nepal Palpa #2,district,Palpa,Agricultural Recovery,82.72
Relief Nepal Palpa #2,district,Palpa,Critical Infrastructure Restoration,56.43
Relief Nepal Palpa #2,district,Palpa,Emergency Communications,63.4
Relief Nepal Palpa #2,district,Palpa,Emergency Food Distribution,85.23
Relief Nepal Palpa #2,district,Palpa,Emergency Health Response,83.03
Relief Nepal Palpa #2,district,Palpa,Emergency Logistics & Transportation,84.87
Relief Nepal Palpa #2,district,Palpa,Emergency Shelter & Housing,80.11
Relief Nepal Palpa #2,district,Palpa,Immediate Cash Assistance,55.15
Relief Nepal Palpa #2,district,Palpa,Psychosocial First Aid,79.73
Relief Nepal Palpa #2,district,Palpa,"Search, Rescue & Evacuation",51.17
Relief Nepal Palpa #2,district,Palpa,Water & Sanitation Recovery,56.34
Relief Nepal Panchthar #1,district,Panchthar,Agricultural Recovery,53.61
Relief Nepal Panchthar #1,district,Panchthar,Critical Infrastructure Restoration,71.43
Relief Nepal Panchthar #1,district,Panchthar,Emergency Communications,75.29
Relief Nepal Panchthar #1,district,Panchthar,Emergency Food Distribution,76.89
Relief Nepal Panchthar #1,district,Panchthar,Emergency Health Response,79.13
Relief Nepal Panchthar #1,district,Panchthar,Emergency Logistics & Transportation,80.45
Relief Nepal Panchthar #1,district,Panchthar,Emergency Shelter & Housing,89.43
Relief Nepal Panchthar #1,district,Panchthar,Immediate Cash Assistance,64.7
Relief Nepal Panchthar #1,district,Panchthar,Psychosocial First Aid,75.34
Relief Nepal Panchthar #1,district,Panchthar,"Search, Rescue & Evacuation",59.51
Relief Nepal Panchthar #1,district,Panchthar,Water & Sanitation Recovery,59.68
Relief Nepal Panchthar #2,district,Panchthar,Agricultural Recovery,56.97
Relief Nepal Panchthar #2,district,Panchthar,Critical Infrastructure Restoration,75.81
Relief Nepal Panchthar #2,district,Panchthar,Emergency Communications,70.48
Relief Nepal Panchthar #2,district,Panchthar,Emergency Food Distribution,57.46
Relief Nepal Panchthar #2,district,Panchthar,Emergency Health Response,77.09
Relief Nepal Panchthar #2,district,Panchthar,Emergency Logistics & Transportation,51.63
Relief Nepal Panchthar #2,district,Panchthar,Emergency Shelter & Housing,83.41
Relief Nepal Panchthar #2,district,Panchthar,Immediate Cash Assistance,50.66
Relief Nepal Panchthar #2,district,Panchthar,Psychosocial First Aid,59.06
Relief Nepal Panchthar #2,district,Panchthar,"Search, Rescue & Evacuation",73.64
Relief Nepal Panchthar #2,district,Panchthar,Water & Sanitation Recovery,62.83
Relief Nepal Parasi #1,district,Parasi,Agricultural Recovery,81.19
Relief Nepal Parasi #1,district,Parasi,Critical Infrastructure Restoration,71.59
Relief Nepal Parasi #1,district,Parasi,Emergency Communications,60.39
Relief Nepal Parasi #1,district,Parasi,Emergency Food Distribution,50.26
Relief Nepal Parasi #1,district,Parasi,Emergency Health Response,89.25
Relief Nepal Parasi #1,district,Parasi,Emergency Logistics & Transportation,61.48
Relief Nepal Parasi #1,district,Parasi,Emergency Shelter & Housing,83.29
Relief Nepal Parasi #1,district,Parasi,Immediate Cash Assistance,75.27
Relief Nepal Parasi #1,district,Parasi,Psychosocial First Aid,75.36
Relief Nepal Parasi #1,district,Parasi,"Search, Rescue & Evacuation",74.68
Relief Nepal Parasi #1,district,Parasi,Water & Sanitation Recovery,70.3
Relief Nepal Parasi #2,district,Parasi,Agricultural Recovery,52.71
Relief Nepal Parasi #2,district,Parasi,Critical Infrastructure Restoration,77.52
Relief Nepal Parasi #2,district,Parasi,Emergency Communications,54.1
Relief Nepal Parasi #2,district,Parasi,Emergency Food Distribution,71.65
Relief Nepal Parasi #2,district,Parasi,Emergency Health Response,75.3
Relief Nepal Parasi #2,district,Parasi,Emergency Logistics & Transportation,88.52
Relief Nepal Parasi #2,district,Parasi,Emergency Shelter & Housing,54.28
Relief Nepal Parasi #2,district,Parasi,Immediate Cash Assistance,87.28
Relief Nepal Parasi #2,district,Parasi,Psychosocial First Aid,87.49
Relief Nepal Parasi #2,district,Parasi,"Search, Rescue & Evacuation",63.67
Relief Nepal Parasi #2,district,Parasi,Water & Sanitation Recovery,80.44
Relief Nepal Parbat #1,district,Parbat,Agricultural Recovery,70.76
Relief Nepal Parbat #1,district,Parbat,Critical Infrastructure Restoration,65.33
Relief Nepal Parbat #1,district,Parbat,Emergency Communications,86.58
Relief Nepal Parbat #1,district,Parbat,Emergency Food Distribution,84.96
Relief Nepal Parbat #1,district,Parbat,Emergency Health Response,76.59
Relief Nepal Parbat #1,district,Parbat,Emergency Logistics & Transportation,73.9
Relief Nepal Parbat #1,district,Parbat,Emergency Shelter & Housing,55.48
Relief Nepal Parbat #1,district,Parbat,Immediate Cash Assistance,57.01
Relief Nepal Parbat #1,district,Parbat,Psychosocial First Aid,66.75
Relief Nepal Parbat #1,district,Parbat,"Search, Rescue & Evacuation",74.02
Relief Nepal Parbat #1,district,Parbat,Water & Sanitation Recovery,86.0
Relief Nepal Parbat #2,district,Parbat,Agricultural Recovery,61.88
Relief Nepal Parbat #2,district,Parbat,Critical Infrastructure Restoration,78.76
Relief Nepal Parbat #2,district,Parbat,Emergency Communications,61.55
Relief Nepal Parbat #2,district,Parbat,Emergency Food Distribution,79.52
Relief Nepal Parbat #2,district,Parbat,Emergency Health Response,59.81
Relief Nepal Parbat #2,district,Parbat,Emergency Logistics & Transportation,53.31
Relief Nepal Parbat #2,district,Parbat,Emergency Shelter & Housing,51.88
Relief Nepal Parbat #2,district,Parbat,Immediate Cash Assistance,65.56
Relief Nepal Parbat #2,district,Parbat,Psychosocial First Aid,64.23
Relief Nepal Parbat #2,district,Parbat,"Search, Rescue & Evacuation",74.13
Relief Nepal Parbat #2,district,Parbat,Water & Sanitation Recovery,56.65
Relief Nepal Parsa #1,district,Parsa,Agricultural Recovery,79.4
Relief Nepal Parsa #1,district,Parsa,Critical Infrastructure Restoration,85.1
Relief Nepal Parsa #1,district,Parsa,Emergency Communications,77.87
Relief Nepal Parsa #1,district,Parsa,Emergency Food Distribution,83.8
Relief Nepal Parsa #1,district,Parsa,Emergency Health Response,61.27
Relief Nepal Parsa #1,district,Parsa,Emergency Logistics & Transportation,50.93
Relief Nepal Parsa #1,district,Parsa,Emergency Shelter & Housing,52.85
Relief Nepal Parsa #1,district,Parsa,Immediate Cash Assistance,54.73
Relief Nepal Parsa #1,district,Parsa,Psychosocial First Aid,75.16
Relief Nepal Parsa #1,district,Parsa,"Search, Rescue & Evacuation",82.58
Relief Nepal Parsa #1,district,Parsa,Water & Sanitation Recovery,62.76
Relief Nepal Parsa #2,district,Parsa,Agricultural Recovery,87.23
Relief Nepal Parsa #2,district,Parsa,Critical Infrastructure Restoration,63.63
Relief Nepal Parsa #2,district,Parsa,Emergency Communications,64.88
Relief Nepal Parsa #2,district,Parsa,Emergency Food Distribution,57.1
Relief Nepal Parsa #2,district,Parsa,Emergency Health Response,89.62
Relief Nepal Parsa #2,district,Parsa,Emergency Logistics & Transportation,80.02
Relief Nepal Parsa #2,district,Parsa,Emergency Shelter & Housing,82.14
Relief Nepal Parsa #2,district,Parsa,Immediate Cash Assistance,66.5
Relief Nepal Parsa #2,district,Parsa,Psychosocial First Aid,81.06
Relief Nepal Parsa #2,district,Parsa,"Search, Rescue & Evacuation",82.27
Relief Nepal Parsa #2,district,Parsa,Water & Sanitation Recovery,61.28
Relief Nepal Pyuthan #1,district,Pyuthan,Agricultural Recovery,79.98
Relief Nepal Pyuthan #1,district,Pyuthan,Critical Infrastructure Restoration,88.76
Relief Nepal Pyuthan #1,district,Pyuthan,Emergency Communications,84.86
Relief Nepal Pyuthan #1,district,Pyuthan,Emergency Food Distribution,52.69
Relief Nepal Pyuthan #1,district,Pyuthan,Emergency Health Response,74.84
Relief Nepal Pyuthan #1,district,Pyuthan,Emergency Logistics & Transportation,73.29
Relief Nepal Pyuthan #1,district,Pyuthan,Emergency Shelter & Housing,62.04
Relief Nepal Pyuthan #1,district,Pyuthan,Immediate Cash Assistance,51.83
Relief Nepal Pyuthan #1,district,Pyuthan,Psychosocial First Aid,88.94
Relief Nepal Pyuthan #1,district,Pyuthan,"Search, Rescue & Evacuation",63.84
Relief Nepal Pyuthan #1,district,Pyuthan,Water & Sanitation Recovery,78.33
Relief Nepal Pyuthan #2,district,Pyuthan,Agricultural Recovery,89.88
Relief Nepal Pyuthan #2,district,Pyuthan,Critical Infrastructure Restoration,60.95
Relief Nepal Pyuthan #2,district,Pyuthan,Emergency Communications,77.33
Relief Nepal Pyuthan #2,district,Pyuthan,Emergency Food Distribution,50.98
Relief Nepal Pyuthan #2,district,Pyuthan,Emergency Health Response,69.55
Relief Nepal Pyuthan #2,district,Pyuthan,Emergency Logistics & Transportation,50.88
Relief Nepal Pyuthan #2,district,Pyuthan,Emergency Shelter & Housing,55.2
Relief Nepal Pyuthan #2,district,Pyuthan,Immediate Cash Assistance,80.81
Relief Nepal Pyuthan #2,district,Pyuthan,Psychosocial First Aid,67.84
Relief Nepal Pyuthan #2,district,Pyuthan,"Search, Rescue & Evacuation",62.94
Relief Nepal Pyuthan #2,district,Pyuthan,Water & Sanitation Recovery,80.33
Relief Nepal Ramechhap #1,district,Ramechhap,Agricultural Recovery,70.3
Relief Nepal Ramechhap #1,district,Ramechhap,Critical Infrastructure Restoration,67.02
Relief Nepal Ramechhap #1,district,Ramechhap,Emergency Communications,57.48
Relief Nepal Ramechhap #1,district,Ramechhap,Emergency Food Distribution,87.18
Relief Nepal Ramechhap #1,district,Ramechhap,Emergency Health Response,61.2
Relief Nepal Ramechhap #1,district,Ramechhap,Emergency Logistics & Transportation,72.27
Relief Nepal Ramechhap #1,district,Ramechhap,Emergency Shelter & Housing,56.84
Relief Nepal Ramechhap #1,district,Ramechhap,Immediate Cash Assistance,80.78
Relief Nepal Ramechhap #1,district,Ramechhap,Psychosocial First Aid,62.95
Relief Nepal Ramechhap #1,district,Ramechhap,"Search, Rescue & Evacuation",72.86
Relief Nepal Ramechhap #1,district,Ramechhap,Water & Sanitation Recovery,76.75
Relief Nepal Ramechhap #2,district,Ramechhap,Agricultural Recovery,55.38
Relief Nepal Ramechhap #2,district,Ramechhap,Critical Infrastructure Restoration,63.46
Relief Nepal Ramechhap #2,district,Ramechhap,Emergency Communications,71.3
Relief Nepal Ramechhap #2,district,Ramechhap,Emergency Food Distribution,74.42
Relief Nepal Ramechhap #2,district,Ramechhap,Emergency Health Response,56.17
Relief Nepal Ramechhap #2,district,Ramechhap,Emergency Logistics & Transportation,61.55
Relief Nepal Ramechhap #2,district,Ramechhap,Emergency Shelter & Housing,59.7
Relief Nepal Ramechhap #2,district,Ramechhap,Immediate Cash Assistance,69.25
Relief Nepal Ramechhap #2,district,Ramechhap,Psychosocial First Aid,52.07
Relief Nepal Ramechhap #2,district,Ramechhap,"Search, Rescue & Evacuation",73.25
Relief Nepal Ramechhap #2,district,Ramechhap,Water & Sanitation Recovery,54.59
Relief Nepal Rasuwa #1,district,Rasuwa,Agricultural Recovery,63.95
Relief Nepal Rasuwa #1,district,Rasuwa,Critical Infrastructure Restoration,66.47
Relief Nepal Rasuwa #1,district,Rasuwa,Emergency Communications,73.83
Relief Nepal Rasuwa #1,district,Rasuwa,Emergency Food Distribution,62.89
Relief Nepal Rasuwa #1,district,Rasuwa,Emergency Health Response,77.26
Relief Nepal Rasuwa #1,district,Rasuwa,Emergency Logistics & Transportation,82.39
Relief Nepal Rasuwa #1,district,Rasuwa,Emergency Shelter & Housing,52.53
Relief Nepal Rasuwa #1,district,Rasuwa,Immediate Cash Assistance,80.41
Relief Nepal Rasuwa #1,district,Rasuwa,Psychosocial First Aid,68.86
Relief Nepal Rasuwa #1,district,Rasuwa,"Search, Rescue & Evacuation",60.19
Relief Nepal Rasuwa #1,district,Rasuwa,Water & Sanitation Recovery,89.6
Relief Nepal Rasuwa #2,district,Rasuwa,Agricultural Recovery,83.67
Relief Nepal Rasuwa #2,district,Rasuwa,Critical Infrastructure Restoration,72.98
Relief Nepal Rasuwa #2,district,Rasuwa,Emergency Communications,52.66
Relief Nepal Rasuwa #2,district,Rasuwa,Emergency Food Distribution,88.6
Relief Nepal Rasuwa #2,district,Rasuwa,Emergency Health Response,87.53
Relief Nepal Rasuwa #2,district,Rasuwa,Emergency Logistics & Transportation,54.97
Relief Nepal Rasuwa #2,district,Rasuwa,Emergency Shelter & Housing,87.18
Relief Nepal Rasuwa #2,district,Rasuwa,Immediate Cash Assistance,57.25
Relief Nepal Rasuwa #2,district,Rasuwa,Psychosocial First Aid,79.64
Relief Nepal Rasuwa #2,district,Rasuwa,"Search, Rescue & Evacuation",79.23
Relief Nepal Rasuwa #2,district,Rasuwa,Water & Sanitation Recovery,83.22
Relief Nepal Rautahat #1,district,Rautahat,Agricultural Recovery,65.56
Relief Nepal Rautahat #1,district,Rautahat,Critical Infrastructure Restoration,85.82
Relief Nepal Rautahat #1,district,Rautahat,Emergency Communications,83.06
Relief Nepal Rautahat #1,district,Rautahat,Emergency Food Distribution,80.03
Relief Nepal Rautahat #1,district,Rautahat,Emergency Health Response,86.1
Relief Nepal Rautahat #1,district,Rautahat,Emergency Logistics & Transportation,80.18
Relief Nepal Rautahat #1,district,Rautahat,Emergency Shelter & Housing,84.34
Relief Nepal Rautahat #1,district,Rautahat,Immediate Cash Assistance,70.2
Relief Nepal Rautahat #1,district,Rautahat,Psychosocial First Aid,62.8
Relief Nepal Rautahat #1,district,Rautahat,"Search, Rescue & Evacuation",54.12
Relief Nepal Rautahat #1,district,Rautahat,Water & Sanitation Recovery,67.16
Relief Nepal Rautahat #2,district,Rautahat,Agricultural Recovery,63.15
Relief Nepal Rautahat #2,district,Rautahat,Critical Infrastructure Restoration,61.73
Relief Nepal Rautahat #2,district,Rautahat,Emergency Communications,75.27
Relief Nepal Rautahat #2,district,Rautahat,Emergency Food Distribution,53.65
Relief Nepal Rautahat #2,district,Rautahat,Emergency Health Response,88.02
Relief Nepal Rautahat #2,district,Rautahat,Emergency Logistics & Transportation,62.77
Relief Nepal Rautahat #2,district,Rautahat,Emergency Shelter & Housing,50.43
Relief Nepal Rautahat #2,district,Rautahat,Immediate Cash Assistance,72.94
Relief Nepal Rautahat #2,district,Rautahat,Psychosocial First Aid,67.94
Relief Nepal Rautahat #2,district,Rautahat,"Search, Rescue & Evacuation",88.0
Relief Nepal Rautahat #2,district,Rautahat,Water & Sanitation Recovery,86.22
Relief Nepal Rolpa #1,district,Rolpa,Agricultural Recovery,88.03
Relief Nepal Rolpa #1,district,Rolpa,Critical Infrastructure Restoration,60.93
Relief Nepal Rolpa #1,district,Rolpa,Emergency Communications,77.22
Relief Nepal Rolpa #1,district,Rolpa,Emergency Food Distribution,56.54
Relief Nepal Rolpa #1,district,Rolpa,Emergency Health Response,58.83
Relief Nepal Rolpa #1,district,Rolpa,Emergency Logistics & Transportation,81.79
Relief Nepal Rolpa #1,district,Rolpa,Emergency Shelter & Housing,67.05
Relief Nepal Rolpa #1,district,Rolpa,Immediate Cash Assistance,53.3
Relief Nepal Rolpa #1,district,Rolpa,Psychosocial First Aid,76.18
Relief Nepal Rolpa #1,district,Rolpa,"Search, Rescue & Evacuation",77.75
Relief Nepal Rolpa #1,district,Rolpa,Water & Sanitation Recovery,68.06
Relief Nepal Rolpa #2,district,Rolpa,Agricultural Recovery,59.2
Relief Nepal Rolpa #2,district,Rolpa,Critical Infrastructure Restoration,85.76
Relief Nepal Rolpa #2,district,Rolpa,Emergency Communications,89.36
Relief Nepal Rolpa #2,district,Rolpa,Emergency Food Distribution,87.74
Relief Nepal Rolpa #2,district,Rolpa,Emergency Health Response,65.9
Relief Nepal Rolpa #2,district,Rolpa,Emergency Logistics & Transportation,66.79
Relief Nepal Rolpa #2,district,Rolpa,Emergency Shelter & Housing,56.04
Relief Nepal Rolpa #2,district,Rolpa,Immediate Cash Assistance,60.97
Relief Nepal Rolpa #2,district,Rolpa,Psychosocial First Aid,66.37
Relief Nepal Rolpa #2,district,Rolpa,"Search, Rescue & Evacuation",75.54
Relief Nepal Rolpa #2,district,Rolpa,Water & Sanitation Recovery,67.29
Relief Nepal Rukum (East) #1,district,Rukum (East),Agricultural Recovery,80.84
Relief Nepal Rukum (East) #1,district,Rukum (East),Critical Infrastructure Restoration,81.06
Relief Nepal Rukum (East) #1,district,Rukum (East),Emergency Communications,57.42
Relief Nepal Rukum (East) #1,district,Rukum (East),Emergency Food Distribution,76.06
Relief Nepal Rukum (East) #1,district,Rukum (East),Emergency Health Response,68.93
Relief Nepal Rukum (East) #1,district,Rukum (East),Emergency Logistics & Transportation,64.73
Relief Nepal Rukum (East) #1,district,Rukum (East),Emergency Shelter & Housing,58.52
Relief Nepal Rukum (East) #1,district,Rukum (East),Immediate Cash Assistance,88.73
Relief Nepal Rukum (East) #1,district,Rukum (East),Psychosocial First Aid,84.74
Relief Nepal Rukum (East) #1,district,Rukum (East),"Search, Rescue & Evacuation",84.57
Relief Nepal Rukum (East) #1,district,Rukum (East),Water & Sanitation Recovery,51.25
Relief Nepal Rukum (East) #2,district,Rukum (East),Agricultural Recovery,55.01
Relief Nepal Rukum (East) #2,district,Rukum (East),Critical Infrastructure Restoration,54.69
Relief Nepal Rukum (East) #2,district,Rukum (East),Emergency Communications,81.86
Relief Nepal Rukum (East) #2,district,Rukum (East),Emergency Food Distribution,75.05
Relief Nepal Rukum (East) #2,district,Rukum (East),Emergency Health Response,86.83
Relief Nepal Rukum (East) #2,district,Rukum (East),Emergency Logistics & Transportation,55.25
Relief Nepal Rukum (East) #2,district,Rukum (East),Emergency Shelter & Housing,83.79
Relief Nepal Rukum (East) #2,district,Rukum (East),Immediate Cash Assistance,74.67
Relief Nepal Rukum (East) #2,district,Rukum (East),Psychosocial First Aid,69.26
Relief Nepal Rukum (East) #2,district,Rukum (East),"Search, Rescue & Evacuation",51.3
Relief Nepal Rukum (East) #2,district,Rukum (East),Water & Sanitation Recovery,80.44
Relief Nepal Rukum (West) #1,district,Rukum (West),Agricultural Recovery,88.8
Relief Nepal Rukum (West) #1,district,Rukum (West),Critical Infrastructure Restoration,76.94
Relief Nepal Rukum (West) #1,district,Rukum (West),Emergency Communications,78.19
Relief Nepal Rukum (West) #1,district,Rukum (West),Emergency Food Distribution,69.55
Relief Nepal Rukum (West) #1,district,Rukum (West),Emergency Health Response,51.2
Relief Nepal Rukum (West) #1,district,Rukum (West),Emergency Logistics & Transportation,76.67
Relief Nepal Rukum (West) #1,district,Rukum (West),Emergency Shelter & Housing,68.19
Relief Nepal Rukum (West) #1,district,Rukum (West),Immediate Cash Assistance,62.32
Relief Nepal Rukum (West) #1,district,Rukum (West),Psychosocial First Aid,58.07
Relief Nepal Rukum (West) #1,district,Rukum (West),"Search, Rescue & Evacuation",55.59
Relief Nepal Rukum (West) #1,district,Rukum (West),Water & Sanitation Recovery,70.62
Relief Nepal Rukum (West) #2,district,Rukum (West),Agricultural Recovery,74.7
Relief Nepal Rukum (West) #2,district,Rukum (West),Critical Infrastructure Restoration,69.89
Relief Nepal Rukum (West) #2,district,Rukum (West),Emergency Communications,87.78
Relief Nepal Rukum (West) #2,district,Rukum (West),Emergency Food Distribution,67.75
Relief Nepal Rukum (West) #2,district,Rukum (West),Emergency Health Response,77.7
Relief Nepal Rukum (West) #2,district,Rukum (West),Emergency Logistics & Transportation,84.73
Relief Nepal Rukum (West) #2,district,Rukum (West),Emergency Shelter & Housing,53.76
Relief Nepal Rukum (West) #2,district,Rukum (West),Immediate Cash Assistance,83.52
Relief Nepal Rukum (West) #2,district,Rukum (West),Psychosocial First Aid,77.33
Relief Nepal Rukum (West) #2,district,Rukum (West),"Search, Rescue & Evacuation",57.09
Relief Nepal Rukum (West) #2,district,Rukum (West),Water & Sanitation Recovery,76.9
Relief Nepal Rupandehi #1,district,Rupandehi,Agricultural Recovery,50.46
Relief Nepal Rupandehi #1,district,Rupandehi,Critical Infrastructure Restoration,68.2
Relief Nepal Rupandehi #1,district,Rupandehi,Emergency Communications,81.9
Relief Nepal Rupandehi #1,district,Rupandehi,Emergency Food Distribution,58.02
Relief Nepal Rupandehi #1,district,Rupandehi,Emergency Health Response,73.28
Relief Nepal Rupandehi #1,district,Rupandehi,Emergency Logistics & Transportation,69.66
Relief Nepal Rupandehi #1,district,Rupandehi,Emergency Shelter & Housing,77.42
Relief Nepal Rupandehi #1,district,Rupandehi,Immediate Cash Assistance,60.76
Relief Nepal Rupandehi #1,district,Rupandehi,Psychosocial First Aid,62.41
Relief Nepal Rupandehi #1,district,Rupandehi,"Search, Rescue & Evacuation",52.57
Relief Nepal Rupandehi #1,district,Rupandehi,Water & Sanitation Recovery,67.2
Relief Nepal Rupandehi #2,district,Rupandehi,Agricultural Recovery,54.2
Relief Nepal Rupandehi #2,district,Rupandehi,Critical Infrastructure Restoration,69.22
Relief Nepal Rupandehi #2,district,Rupandehi,Emergency Communications,81.19
Relief Nepal Rupandehi #2,district,Rupandehi,Emergency Food Distribution,69.2
Relief Nepal Rupandehi #2,district,Rupandehi,Emergency Health Response,77.8
Relief Nepal Rupandehi #2,district,Rupandehi,Emergency Logistics & Transportation,74.0
Relief Nepal Rupandehi #2,district,Rupandehi,Emergency Shelter & Housing,52.9
Relief Nepal Rupandehi #2,district,Rupandehi,Immediate Cash Assistance,84.4
Relief Nepal Rupandehi #2,district,Rupandehi,Psychosocial First Aid,51.58
Relief Nepal Rupandehi #2,district,Rupandehi,"Search, Rescue & Evacuation",61.67
Relief Nepal Rupandehi #2,district,Rupandehi,Water & Sanitation Recovery,65.7
Relief Nepal Salyan #1,district,Salyan,Agricultural Recovery,54.26
Relief Nepal Salyan #1,district,Salyan,Critical Infrastructure Restoration,76.05
Relief Nepal Salyan #1,district,Salyan,Emergency Communications,76.36
Relief Nepal Salyan #1,district,Salyan,Emergency Food Distribution,51.22
Relief Nepal Salyan #1,district,Salyan,Emergency Health Response,77.06
Relief Nepal Salyan #1,district,Salyan,Emergency Logistics & Transportation,87.24
Relief Nepal Salyan #1,district,Salyan,Emergency Shelter & Housing,84.76
Relief Nepal Salyan #1,district,Salyan,Immediate Cash Assistance,58.63
Relief Nepal Salyan #1,district,Salyan,Psychosocial First Aid,65.75
Relief Nepal Salyan #1,district,Salyan,"Search, Rescue & Evacuation",77.58
Relief Nepal Salyan #1,district,Salyan,Water & Sanitation Recovery,72.81
Relief Nepal Salyan #2,district,Salyan,Agricultural Recovery,66.17
Relief Nepal Salyan #2,district,Salyan,Critical Infrastructure Restoration,85.14
Relief Nepal Salyan #2,district,Salyan,Emergency Communications,72.68
Relief Nepal Salyan #2,district,Salyan,Emergency Food Distribution,51.93
Relief Nepal Salyan #2,district,Salyan,Emergency Health Response,84.83
Relief Nepal Salyan #2,district,Salyan,Emergency Logistics & Transportation,89.09
Relief Nepal Salyan #2,district,Salyan,Emergency Shelter & Housing,76.31
Relief Nepal Salyan #2,district,Salyan,Immediate Cash Assistance,81.3
Relief Nepal Salyan #2,district,Salyan,Psychosocial First Aid,79.54
Relief Nepal Salyan #2,district,Salyan,"Search, Rescue & Evacuation",66.28
Relief Nepal Salyan #2,district,Salyan,Water & Sanitation Recovery,89.98
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Agricultural Recovery,82.69
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Critical Infrastructure Restoration,76.4
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Emergency Communications,85.09
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Emergency Food Distribution,87.47
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Emergency Health Response,54.54
Relief Nepal Sankhuwasabha #1,district,Sankhuwasabha,Emergency Logistics & Transportation,55.5
